"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition_num","rt","stimulus","response","question_order","slider_start","image_path","practiceTrial","practiceTrialNum","correct","concept","repetition","map_id","hue","lightness","saturation","ishihara_plate","correct_response"
"","","","","","html-slider-response","91","189434","0.0-83.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_U_33.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","86","","0","images/B_L_U_33.png","","","","calm","2","33","B","L","U","",""
"","","","","","html-slider-response","92","191209","0.0-84.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_S_27.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","66","","0","images/G_D_S_27.png","","","","calm","2","27","G","D","S","",""
"","","","","","html-slider-response","93","192473","0.0-85.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_U_12.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","74","","0","images/R_L_U_12.png","","","","calm","1","12","R","L","U","",""
"","","","","","html-slider-response","94","194032","0.0-86.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_U_33.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","107","","0","images/B_L_U_33.png","","","","calm","1","33","B","L","U","",""
"","","","","","html-slider-response","95","195337","0.0-87.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_U_41.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","69","","0","images/B_D_U_41.png","","","","calm","2","41","B","D","U","",""
"","","","","","html-slider-response","96","196608","0.0-88.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_S_37.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","86","","0","images/B_D_S_37.png","","","","calm","2","37","B","D","S","",""
"","","","","","html-slider-response","97","197904","0.0-89.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_S_37.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","12","","0","images/B_D_S_37.png","","","","calm","1","37","B","D","S","",""
"","","","","","html-slider-response","98","199919","0.0-90.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_S_30.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","34","","0","images/B_L_S_30.png","","","","calm","2","30","B","L","S","",""
"","","","","","html-slider-response","99","201216","0.0-91.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_S_23.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-11","","0","images/G_L_S_23.png","","","","calm","1","23","G","L","S","",""
"","","","","","html-slider-response","100","202423","0.0-92.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_S_13.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-62","","0","images/R_D_S_13.png","","","","calm","2","13","R","D","S","",""
"","","","","","html-slider-response","101","203592","0.0-93.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_S_13.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-124","","0","images/R_D_S_13.png","","","","calm","1","13","R","D","S","",""
"","","","","","html-slider-response","102","205383","0.0-94.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_S_05.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","18","","0","images/Y_D_S_05.png","","","","calm","2","05","Y","D","S","",""
"","","","","","html-slider-response","103","206880","0.0-95.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_U_15.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","27","","0","images/R_D_U_15.png","","","","calm","1","15","R","D","U","",""
"","","","","","html-slider-response","104","208423","0.0-96.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_S_05.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","30","","0","images/Y_D_S_05.png","","","","calm","1","05","Y","D","S","",""
"","","","","","html-slider-response","105","209735","0.0-97.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_U_26.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-36","","0","images/G_L_U_26.png","","","","calm","2","26","G","L","U","",""
"","","","","","html-slider-response","106","211135","0.0-98.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_U_41.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","37","","0","images/B_D_U_41.png","","","","calm","1","41","B","D","U","",""
"","","","","","html-slider-response","107","212890","0.0-99.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_U_28.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-13","","0","images/G_D_U_28.png","","","","calm","1","28","G","D","U","",""
"","","","","","html-slider-response","108","214365","0.0-100.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_S_23.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-42","","0","images/G_L_S_23.png","","","","calm","2","23","G","L","S","",""
"","","","","","html-slider-response","109","215606","0.0-101.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_S_27.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-53","","0","images/G_D_S_27.png","","","","calm","1","27","G","D","S","",""
"","","","","","html-slider-response","110","216942","0.0-102.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_S_44.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-47","","0","images/Y_L_S_44.png","","","","calm","1","44","Y","L","S","",""
"","","","","","html-slider-response","111","218621","0.0-103.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_S_30.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-24","","0","images/B_L_S_30.png","","","","calm","1","30","B","L","S","",""
"","","","","","html-slider-response","112","219894","0.0-104.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_U_26.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","17","","0","images/G_L_U_26.png","","","","calm","1","26","G","L","U","",""
"","","","","","html-slider-response","113","221436","0.0-105.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_U_07.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","32","","0","images/Y_D_U_07.png","","","","calm","2","07","Y","D","U","",""
"","","","","","html-slider-response","114","222437","0.0-106.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_U_28.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","55","","0","images/G_D_U_28.png","","","","calm","2","28","G","D","U","",""
"","","","","","html-slider-response","115","223876","0.0-107.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_S_44.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-143","","0","images/Y_L_S_44.png","","","","calm","2","44","Y","L","S","",""
"","","","","","html-slider-response","116","225355","0.0-108.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_U_07.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","15","","0","images/Y_D_U_07.png","","","","calm","1","07","Y","D","U","",""
"","","","","","html-slider-response","117","226220","0.0-109.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_U_15.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-98","","0","images/R_D_U_15.png","","","","calm","2","15","R","D","U","",""
"","","","","","html-slider-response","118","227140","0.0-110.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_U_12.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","107","","0","images/R_L_U_12.png","","","","calm","2","12","R","L","U","",""
"","","","","","html-slider-response","119","227948","0.0-111.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_U_02.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-101","","0","images/Y_L_U_02.png","","","","calm","2","02","Y","L","U","",""
"","","","","","html-slider-response","120","228787","0.0-112.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_S_10.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","3","","0","images/R_L_S_10.png","","","","calm","2","10","R","L","S","",""
"","","","","","html-slider-response","121","230316","0.0-113.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >calm</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_U_02.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","31","","0","images/Y_L_U_02.png","","","","calm","1","02","Y","L","U","",""
"","","","","","html-button-response","122","231855","0.0-114.0","pocbnf60vz","3","1036","<p>Great Job! You've finished block 3.<br></br> You have 5 block(s) left to go.<br></br></p>","0","","","","","","","","","","","","","",""
"","","","","","html-button-response","123","232672","0.0-115.0","pocbnf60vz","3","815","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>disturbing</p><br></br>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","124","233484","0.0-116.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_U_12.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-78","","0","images/R_L_U_12.png","","","","disturbing","1","12","R","L","U","",""
"","","","","","html-slider-response","125","234363","0.0-117.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_U_41.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-70","","0","images/B_D_U_41.png","","","","disturbing","2","41","B","D","U","",""
"","","","","","html-slider-response","126","235442","0.0-118.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_S_30.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-43","","0","images/B_L_S_30.png","","","","disturbing","2","30","B","L","S","",""
"","","","","","html-slider-response","127","237274","0.0-119.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_S_44.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-94","","0","images/Y_L_S_44.png","","","","disturbing","2","44","Y","L","S","",""
"","","","","","html-slider-response","128","238002","0.0-120.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_U_12.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-20","","0","images/R_L_U_12.png","","","","disturbing","2","12","R","L","U","",""
"","","","","","html-slider-response","129","238898","0.0-121.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_U_15.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-61","","0","images/R_D_U_15.png","","","","disturbing","2","15","R","D","U","",""
"","","","","","html-slider-response","130","239618","0.0-122.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_S_05.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-84","","0","images/Y_D_S_05.png","","","","disturbing","1","05","Y","D","S","",""
"","","","","","html-slider-response","131","240441","0.0-123.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_S_27.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-90","","0","images/G_D_S_27.png","","","","disturbing","1","27","G","D","S","",""
"","","","","","html-slider-response","132","241465","0.0-124.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_S_13.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-98","","0","images/R_D_S_13.png","","","","disturbing","1","13","R","D","S","",""
"","","","","","html-slider-response","133","242545","0.0-125.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_S_23.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-114","","0","images/G_L_S_23.png","","","","disturbing","1","23","G","L","S","",""
"","","","","","html-slider-response","134","243418","0.0-126.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_U_15.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-99","","0","images/R_D_U_15.png","","","","disturbing","1","15","R","D","U","",""
"","","","","","html-slider-response","135","244209","0.0-127.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_S_37.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-28","","0","images/B_D_S_37.png","","","","disturbing","1","37","B","D","S","",""
"","","","","","html-slider-response","136","245064","0.0-128.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_U_33.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-81","","0","images/B_L_U_33.png","","","","disturbing","1","33","B","L","U","",""
"","","","","","html-slider-response","137","245928","0.0-129.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_U_07.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-106","","0","images/Y_D_U_07.png","","","","disturbing","2","07","Y","D","U","",""
"","","","","","html-slider-response","138","246857","0.0-130.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_U_07.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-22","","0","images/Y_D_U_07.png","","","","disturbing","1","07","Y","D","U","",""
"","","","","","html-slider-response","139","247544","0.0-131.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_U_26.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","36","","0","images/G_L_U_26.png","","","","disturbing","2","26","G","L","U","",""
"","","","","","html-slider-response","140","248209","0.0-132.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_S_23.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-90","","0","images/G_L_S_23.png","","","","disturbing","2","23","G","L","S","",""
"","","","","","html-slider-response","141","249088","0.0-133.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_S_37.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-85","","0","images/B_D_S_37.png","","","","disturbing","2","37","B","D","S","",""
"","","","","","html-slider-response","142","250129","0.0-134.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_S_30.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-102","","0","images/B_L_S_30.png","","","","disturbing","1","30","B","L","S","",""
"","","","","","html-slider-response","143","251143","0.0-135.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_U_28.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-84","","0","images/G_D_U_28.png","","","","disturbing","2","28","G","D","U","",""
"","","","","","html-slider-response","144","251992","0.0-136.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_U_02.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-123","","0","images/Y_L_U_02.png","","","","disturbing","2","02","Y","L","U","",""
"","","","","","html-slider-response","145","252775","0.0-137.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_U_02.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-41","","0","images/Y_L_U_02.png","","","","disturbing","1","02","Y","L","U","",""
"","","","","","html-slider-response","146","254840","0.0-138.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_S_44.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-106","","0","images/Y_L_S_44.png","","","","disturbing","1","44","Y","L","S","",""
"","","","","","html-slider-response","147","255582","0.0-139.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_S_27.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-151","","0","images/G_D_S_27.png","","","","disturbing","2","27","G","D","S","",""
"","","","","","html-slider-response","148","256632","0.0-140.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_L_U_33.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-169","","0","images/B_L_U_33.png","","","","disturbing","2","33","B","L","U","",""
"","","","","","html-slider-response","149","259622","0.0-141.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_U_28.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-114","","0","images/G_D_U_28.png","","","","disturbing","1","28","G","D","U","",""
"","","","","","html-slider-response","150","260734","0.0-142.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/B_D_U_41.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-114","","0","images/B_D_U_41.png","","","","disturbing","1","41","B","D","U","",""
"","","","","","html-slider-response","151","261391","0.0-143.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_U_26.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","66","","0","images/G_L_U_26.png","","","","disturbing","1","26","G","L","U","",""
"","","","","","html-slider-response","152","262575","0.0-144.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_D_S_05.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-137","","0","images/Y_D_S_05.png","","","","disturbing","2","05","Y","D","S","",""
"","","","","","html-slider-response","153","263630","0.0-145.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_S_13.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","22","","0","images/R_D_S_13.png","","","","disturbing","2","13","R","D","S","",""
"","","","","","html-slider-response","154","264495","0.0-146.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_S_10.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-97","","0","images/R_L_S_10.png","","","","disturbing","1","10","R","L","S","",""
"","","","","","html-slider-response","155","265206","0.0-147.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >disturbing</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_L_S_10.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","54","","0","images/R_L_S_10.png","","","","disturbing","2","10","R","L","S","",""
"","","","","","html-button-response","156","266843","0.0-148.0","pocbnf60vz","3","1135","<p>Great Job! You've finished block 4.<br></br> You have 4 block(s) left to go.<br></br></p>","0","","","","","","","","","","","","","",""
"","","","","","html-button-response","157","268066","0.0-149.0","pocbnf60vz","3","1222","<p>In this block of trials, you will be asked to rate how much you associate each map with:</p > <p style = 'font-size:150%; font-weight: bold'>positive</p><br></br>","0","","","","","","","","","","","","","",""
"","","","","","html-slider-response","158","269157","0.0-150.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/R_D_S_13.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-132","","0","images/R_D_S_13.png","","","","positive","2","13","R","D","S","",""
"","","","","","html-slider-response","159","270069","0.0-151.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/Y_L_U_02.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-63","","0","images/Y_L_U_02.png","","","","positive","2","02","Y","L","U","",""
"","","","","","html-slider-response","160","270949","0.0-152.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_S_27.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","98","","0","images/G_D_S_27.png","","","","positive","2","27","G","D","S","",""
"","","","","","html-slider-response","161","271734","0.0-153.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_D_U_28.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","45","","0","images/G_D_U_28.png","","","","positive","1","28","G","D","U","",""
"","","","","","html-slider-response","162","272621","0.0-154.0","pocbnf60vz","3","NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >positive</p>
                            <div style=""width:240px; margin: auto;"">
                                <img src=""images/G_L_U_26.png"" style= ""width:200px""alt=""img"">
                            </div>
                        </div>","-78","","0","images/G_L_U_26.png","","","","positive","1","26","G","L","U","",""
